Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2018-04-26,2018,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,13,0,AS Rajpoot,Rajiv Gandhi International Stadium,CK Nandan,YC Barde,2018-04-26_Sunrisers Hyderabad_Kings XI Punjab
2018-04-25,2018,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,MS Dhoni,M.Chinnaswamy Stadium,NJ Llong,VK Sharma,2018-04-25_Royal Challengers Bangalore_Chennai Super Kings
2018-04-24,2018,Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,0,normal,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,2018-04-24_Sunrisers Hyderabad_Mumbai Indians
2018-04-23,2018,Delhi,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,0,normal,Kings XI Punjab,4,0,AS Rajpoot,Arun Jaitley Stadium,A Nand Kishore,CK Nandan,2018-04-23_Kings XI Punjab_Delhi Daredevils
2018-04-22,2018,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Chennai Super Kings,4,0,AT Rayudu,Rajiv Gandhi International Stadium,AK Chaudhary,VA Kulkarni,2018-04-22_Chennai Super Kings_Sunrisers Hyderabad
2018-04-22,2018,Jaipur,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,0,normal,Rajasthan Royals,0,3,JC Archer,Sawai Mansingh Stadium,KN Ananthapadmanabhan,RJ Tucker,2018-04-22_Mumbai Indians_Rajasthan Royals
2018-04-21,2018,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,1,normal,Kings XI Punjab,0,9,KL Rahul,Eden Gardens,A Deshmukh,C Shamshuddin,2018-04-21_Kolkata Knight Riders_Kings XI Punjab
2018-04-21,2018,Bengaluru,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,6,AB de Villiers,M.Chinnaswamy Stadium,CB Gaffaney,CK Nandan,2018-04-21_Delhi Daredevils_Royal Challengers Bangalore
2018-04-20,2018,Pune,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0,normal,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Nitin Menon,2018-04-20_Chennai Super Kings_Rajasthan Royals
2018-04-19,2018,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,0,normal,Kings XI Punjab,15,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,NJ Llong,2018-04-19_Kings XI Punjab_Sunrisers Hyderabad
2018-04-18,2018,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium,A Deshmukh,S Ravi,2018-04-18_Rajasthan Royals_Kolkata Knight Riders
2018-04-17,2018,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,2018-04-17_Mumbai Indians_Royal Challengers Bangalore
2018-04-16,2018,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,0,normal,Kolkata Knight Riders,71,0,N Rana,Eden Gardens,AK Chaudhary,A Nand Kishore,2018-04-16_Kolkata Knight Riders_Delhi Daredevils
2018-04-15,2018,Bengaluru,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Rajasthan Royals,19,0,SV Samson,M.Chinnaswamy Stadium,C Shamshuddin,S Ravi,2018-04-15_Rajasthan Royals_Royal Challengers Bangalore
2018-04-15,2018,Chandigarh,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,0,normal,Kings XI Punjab,4,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,CK Nandan,VA Kulkarni,2018-04-15_Kings XI Punjab_Chennai Super Kings
2018-04-14,2018,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,7,JJ Roy,Wankhede Stadium,KN Ananthapadmanabhan,Nitin Menon,2018-04-14_Mumbai Indians_Delhi Daredevils
2018-04-14,2018,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens,AK Chaudhary,A Nand Kishore,2018-04-14_Kolkata Knight Riders_Sunrisers Hyderabad
2018-04-13,2018,Bengaluru,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,4,UT Yadav,M.Chinnaswamy Stadium,A Deshmukh,S Ravi,2018-04-13_Kings XI Punjab_Royal Challengers Bangalore
2018-04-12,2018,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,1,Rashid Khan,Rajiv Gandhi International Stadium,CK Nandan,NJ Llong,2018-04-12_Mumbai Indians_Sunrisers Hyderabad
2018-04-11,2018,Jaipur,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,1,normal,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium,KN Ananthapadmanabhan,Nitin Menon,2018-04-11_Rajasthan Royals_Delhi Daredevils
2018-04-10,2018,Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,SW Billings,MA Chidambaram Stadium,AK Chaudhary,CB Gaffaney,2018-04-10_Kolkata Knight Riders_Chennai Super Kings
2018-04-09,2018,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,9,S Dhawan,Rajiv Gandhi International Stadium,NJ Llong,VA Kulkarni,2018-04-09_Rajasthan Royals_Sunrisers Hyderabad
2018-04-08,2018,Chandigarh,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,KN Ananthapadmanabhan,RJ Tucker,2018-04-08_Delhi Daredevils_Kings XI Punjab
2018-04-08,2018,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens,A Deshmukh,C Shamshuddin,2018-04-08_Royal Challengers Bangalore_Kolkata Knight Riders
2018-04-07,2018,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium,CB Gaffaney,A Nand Kishore,2018-04-07_Mumbai Indians_Chennai Super Kings
2017-05-21,2017,Hyderabad,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,0,normal,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,2017-05-21_Mumbai Indians_Rising Pune Supergiant
2017-05-19,2017,Bangalore,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,0,normal,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,2017-05-19_Mumbai Indians_Kolkata Knight Riders
2017-05-17,2017,Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,1,normal,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,2017-05-17_Sunrisers Hyderabad_Kolkata Knight Riders
2017-05-16,2017,Mumbai,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,0,normal,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,2017-05-16_Mumbai Indians_Rising Pune Supergiant
2017-05-14,2017,Pune,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,0,normal,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,2017-05-14_Rising Pune Supergiant_Kings XI Punjab
2017-05-14,2017,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,2017-05-14_Delhi Daredevils_Royal Challengers Bangalore
2017-05-13,2017,Kanpur,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,2017-05-13_Gujarat Lions_Sunrisers Hyderabad
2017-05-13,2017,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,0,normal,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,2017-05-13_Kolkata Knight Riders_Mumbai Indians
2017-05-12,2017,Delhi,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,0,normal,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,2017-05-12_Delhi Daredevils_Rising Pune Supergiant
2017-05-11,2017,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,0,normal,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,2017-05-11_Mumbai Indians_Kings XI Punjab
2017-05-10,2017,Kanpur,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,2017-05-10_Gujarat Lions_Delhi Daredevils
2017-05-09,2017,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,2017-05-09_Kings XI Punjab_Kolkata Knight Riders
2017-05-08,2017,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,0,normal,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,2017-05-08_Sunrisers Hyderabad_Mumbai Indians
2017-05-07,2017,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,2017-05-07_Royal Challengers Bangalore_Kolkata Knight Riders
2017-05-07,2017,Chandigarh,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,0,normal,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,2017-05-07_Kings XI Punjab_Gujarat Lions
2017-05-06,2017,Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,0,normal,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,2017-05-06_Sunrisers Hyderabad_Rising Pune Supergiant
2017-05-06,2017,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,0,normal,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,2017-05-06_Delhi Daredevils_Mumbai Indians
2017-05-05,2017,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,0,normal,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,2017-05-05_Royal Challengers Bangalore_Kings XI Punjab
2017-05-04,2017,Delhi,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,2017-05-04_Delhi Daredevils_Gujarat Lions
2017-05-03,2017,Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,0,normal,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,2017-05-03_Kolkata Knight Riders_Rising Pune Supergiant
2017-05-02,2017,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,2017-05-02_Delhi Daredevils_Sunrisers Hyderabad
2017-05-01,2017,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,2017-05-01_Mumbai Indians_Royal Challengers Bangalore
2017-05-01,2017,Pune,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,0,normal,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,2017-05-01_Rising Pune Supergiant_Gujarat Lions
2017-04-30,2017,Chandigarh,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,2017-04-30_Kings XI Punjab_Delhi Daredevils
2017-04-30,2017,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,2017-04-30_Sunrisers Hyderabad_Kolkata Knight Riders
2017-04-29,2017,Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,2017-04-29_Rising Pune Supergiant_Royal Challengers Bangalore
2017-04-29,2017,Rajkot,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,0,tie,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,2017-04-29_Gujarat Lions_Mumbai Indians
2017-04-28,2017,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,2017-04-28_Kolkata Knight Riders_Delhi Daredevils
2017-04-28,2017,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,2017-04-28_Kings XI Punjab_Sunrisers Hyderabad
2017-04-27,2017,Bangalore,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,0,normal,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,2017-04-27_Royal Challengers Bangalore_Gujarat Lions
2017-04-26,2017,Pune,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,2017-04-26_Rising Pune Supergiant_Kolkata Knight Riders
2017-04-24,2017,Mumbai,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,0,normal,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,2017-04-24_Mumbai Indians_Rising Pune Supergiant
2017-04-23,2017,Rajkot,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,0,normal,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,2017-04-23_Gujarat Lions_Kings XI Punjab
2017-04-23,2017,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,2017-04-23_Kolkata Knight Riders_Royal Challengers Bangalore
2017-04-22,2017,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,0,normal,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,2017-04-22_Mumbai Indians_Delhi Daredevils
2017-04-22,2017,Pune,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,0,normal,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,2017-04-22_Rising Pune Supergiant_Sunrisers Hyderabad
2017-04-21,2017,Kolkata,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,0,normal,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,2017-04-21_Kolkata Knight Riders_Gujarat Lions
2017-04-20,2017,Indore,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,2017-04-20_Kings XI Punjab_Mumbai Indians
2017-04-19,2017,Hyderabad,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,0,normal,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,2017-04-19_Sunrisers Hyderabad_Delhi Daredevils
2017-04-18,2017,Rajkot,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,0,normal,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,2017-04-18_Gujarat Lions_Royal Challengers Bangalore
2017-04-17,2017,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,0,normal,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,2017-04-17_Delhi Daredevils_Kolkata Knight Riders
2017-04-17,2017,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,2017-04-17_Sunrisers Hyderabad_Kings XI Punjab
2017-04-16,2017,Mumbai,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,0,normal,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,2017-04-16_Mumbai Indians_Gujarat Lions
2017-04-16,2017,Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,0,normal,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,2017-04-16_Royal Challengers Bangalore_Rising Pune Supergiant
2017-04-15,2017,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,2017-04-15_Kolkata Knight Riders_Sunrisers Hyderabad
2017-04-15,2017,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,0,normal,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,2017-04-15_Delhi Daredevils_Kings XI Punjab
2017-04-14,2017,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,2017-04-14_Royal Challengers Bangalore_Mumbai Indians
2017-04-14,2017,Rajkot,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,0,normal,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,2017-04-14_Gujarat Lions_Rising Pune Supergiant
2017-04-13,2017,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,2017-04-13_Kolkata Knight Riders_Kings XI Punjab
2017-04-12,2017,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,0,normal,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,2017-04-12_Mumbai Indians_Sunrisers Hyderabad
2017-04-11,2017,Pune,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,0,normal,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,2017-04-11_Rising Pune Supergiant_Delhi Daredevils
2017-04-10,2017,Indore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,2017-04-10_Kings XI Punjab_Royal Challengers Bangalore
2017-04-09,2017,Hyderabad,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,2017-04-09_Sunrisers Hyderabad_Gujarat Lions
2017-04-09,2017,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,0,normal,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,2017-04-09_Mumbai Indians_Kolkata Knight Riders
2017-04-08,2017,Indore,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,2017-04-08_Kings XI Punjab_Rising Pune Supergiant
2017-04-08,2017,Bengaluru,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,15,0,KM Jadhav,M.Chinnaswamy Stadium,S Ravi,VK Sharma,2017-04-08_Royal Challengers Bangalore_Delhi Daredevils
2017-04-07,2017,Rajkot,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,2017-04-07_Gujarat Lions_Kolkata Knight Riders
2017-04-06,2017,Pune,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,0,normal,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,2017-04-06_Rising Pune Supergiant_Mumbai Indians
2017-04-05,2017,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,2017-04-05_Sunrisers Hyderabad_Royal Challengers Bangalore
2016-05-29,2016,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,2016-05-29_Royal Challengers Bangalore_Sunrisers Hyderabad
2016-05-27,2016,Delhi,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,2016-05-27_Gujarat Lions_Sunrisers Hyderabad
2016-05-25,2016,Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,2016-05-25_Sunrisers Hyderabad_Kolkata Knight Riders
2016-05-24,2016,Bangalore,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,2016-05-24_Gujarat Lions_Royal Challengers Bangalore
2016-05-22,2016,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,2016-05-22_Kolkata Knight Riders_Sunrisers Hyderabad
2016-05-22,2016,Raipur,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,2016-05-22_Delhi Daredevils_Royal Challengers Bangalore
2016-05-21,2016,Visakhapatnam,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Rising Pune Supergiants,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,2016-05-21_Rising Pune Supergiants_Kings XI Punjab
2016-05-21,2016,Kanpur,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,0,normal,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,2016-05-21_Gujarat Lions_Mumbai Indians
2016-05-20,2016,Raipur,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,2016-05-20_Delhi Daredevils_Sunrisers Hyderabad
2016-05-19,2016,Kanpur,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,0,normal,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,2016-05-19_Gujarat Lions_Kolkata Knight Riders
